#event_id,pid,pt [GeV],eta,phi,E [GeV],mass [GeV],v_true
1248,90,319.226,0.273058,1.81064,333.973,42.9411,0
1248,13,218.664,0.554314,-1.22884,253.127,0.10566,0
1249,90,289.091,0.0632721,1.16097,290.001,13.8496,0
1249,90,317.465,-1.65244,2.85468,862.736,80.8076,1
1249,13,202.084,-0.663024,-2.24201,248.153,0.10566,0
1250,90,578.912,1.94421,1.35476,2079.56,252.514,1
1250,90,626.752,0.784541,-1.57217,829.981,20.2139,0
1250,11,100.84,1.86602,0.679736,333.642,0.000511,0
1251,90,275.996,-0.88299,-0.838821,390.943,11.8613,0
1251,11,203.031,-0.889695,1.66658,288.828,0.000511,0
1252,90,256.778,-0.694947,2.00223,328.657,69.0599,1
1252,90,286.784,1.75377,-1.32484,853.553,27.5476,0
1252,11,36.9869,-2.13972,2.95023,159.316,0.000511,0
1253,90,262.304,-1.65097,0.519298,709.616,35.4724,1
1253,13,42.5994,-1.94831,-0.127447,152.491,0.10566,0
1254,90,294.674,-1.86747,-1.91877,986.575,141.885,1
1254,90,292.65,-0.697069,1.09789,367.42,23.3599,0
1254,11,71.5854,-2.36319,-1.74082,383.657,0.000511,0
1255,90,266.671,-0.332312,2.83286,297.126,94.9937,0
1255,90,269.796,1.59889,-0.336739,699.001,77.6104,1
1255,11,160.686,-0.214222,2.55451,164.387,0.000511,0
1256,90,283.718,-1.6831,0.868346,799.6,124.332,0
1256,11,49.1258,-1.07255,0.836368,80.197,0.000511,0
1257,90,423.59,-0.439927,-0.464657,465.467,14.363,0
1257,13,364.933,0.0104947,2.88951,364.953,0.10566,0
1258,90,251.597,-0.808751,-0.631946,366.899,141.628,1
1258,13,210.29,0.659062,2.67293,257.638,0.10566,0
1259,90,313.296,-0.317896,0.0259843,329.451,11.2157,0
1259,13,249.822,0.933192,-3.11539,366.727,0.10566,0
1260,90,268.379,0.423644,-2.17339,303.443,79.5689,1
1260,13,89.4851,0.394037,-2.66806,96.5224,0.10566,0
1261,90,531.329,-1.77868,1.77039,1641.64,276.796,0
1261,90,492.551,-1.02427,-1.44151,787.088,141.206,1
1261,11,90.8403,1.15897,-1.87598,158.992,0.000511,0
1262,90,279.311,-0.976976,1.68532,430.919,79.3188,1
1262,13,273.349,2.45874,-1.51977,1609.42,0.10566,0
1263,90,437.852,-0.726398,0.900454,558.857,18.835,0
1263,13,361.694,-1.03753,-2.28832,574.473,0.10566,0
1264,90,269.471,-1.39314,1.31983,578.876,56.6594,0
1264,13,118.009,0.868269,-1.95619,165.357,0.10566,0
1265,90,297.759,-1.39582,-2.81447,644.375,89.8134,0
1265,11,133.714,-1.25494,-3.13617,253.57,0.000511,0
1266,90,288.221,-1.55709,0.931926,720.765,97.2346,0
1266,11,185.892,-1.73719,0.847014,544.422,0.000511,0
1267,90,308.342,0.143444,2.28106,320.898,77.0104,1
1267,13,44.8245,-2.43967,-2.85253,259.007,0.10566,0
1268,90,370.458,1.83671,-1.96011,1192.01,7.90642,0
1268,13,289.867,-0.275735,1.29662,300.956,0.10566,0
1269,90,347.089,-1.15741,1.99758,611.982,80.1798,1
1269,90,363.815,-1.96658,-1.08697,1328.75,94.3134,0
1269,11,296.949,-2.02397,-1.05003,1143.32,0.000511,0
1270,90,323.212,0.791974,0.387685,429.986,0.0593813,0
1270,90,366.963,0.0801549,-2.85904,376.494,78.8612,1
1270,11,322.237,0.791984,0.387681,428.691,0.000511,0
1271,90,416.949,1.49285,-2.12828,974.817,24.3675,0
1271,90,493.95,0.718355,1.15143,626.973,0.000511045,0
1271,11,493.95,0.718355,1.15143,626.973,0.000511,0
1272,90,279.643,-0.110248,2.89447,292.621,80.4502,1
1272,13,209.263,-0.0654307,-0.0412034,209.712,0.10566,0
1273,90,278.515,0.43868,2.77963,315.232,76.7474,1
1273,13,257.786,1.05761,-0.250382,415.907,0.10566,0
1274,90,251.536,1.64287,1.34679,676.406,50.1414,1
1274,13,240.154,0.720667,-2.30282,305.264,0.10566,0
1275,90,391.616,-0.261279,-2.74187,405.507,19.0356,0
1275,13,238.921,-0.24726,0.761604,246.262,0.10566,0
1276,90,261.536,0.45252,-1.40565,299.728,80.2901,1
1276,11,103.554,1.75897,-3.12231,309.559,0.000511,0
1277,90,278.296,1.06132,2.05609,459.263,90.2418,0
1277,11,249.376,1.0343,2.1773,395.088,0.000511,0
1278,90,578.012,-1.55629,-0.450128,1456.18,268.618,1
1278,90,544.634,-0.322523,2.61801,573.753,25.0102,0
1278,11,124.965,-2.08586,-0.135828,510.84,0.000511,0
1279,90,378.968,0.334207,-2.52619,403.532,50.7366,1
1279,13,380.153,2.17984,0.980038,1702.69,0.10566,0
1280,90,311.464,1.17186,-2.3532,569.075,142.493,1
1280,13,84.4475,-1.78259,1.22298,258.131,0.10566,0
1281,90,257.586,-0.680197,-1.38511,332.457,91.8817,0
1281,11,185.424,-0.75639,-1.18416,241.044,0.000511,0
1282,90,263.915,-1.64979,-2.85139,714.997,61.9761,0
1282,13,124.069,-1.11548,0.408325,209.601,0.10566,0
1283,90,950.038,0.584615,-1.92838,1121,93.8027,0
1283,90,982.49,-0.116087,1.09275,1008.6,197.261,0
1283,11,814.112,0.549777,-1.95294,940.277,0.000511,0
1284,90,306.938,-1.78386,0.575958,939.394,9.60344,1
1284,90,375.033,-1.19489,-2.4005,678.851,60.2497,0
1284,13,58.7114,-0.932596,0.671071,86.1481,0.10566,0
1285,90,263.267,0.905689,-1.51834,388.151,84.5623,1
1285,90,255.506,1.23037,1.77649,480.601,75.9428,0
1285,11,39.7204,-1.49782,-2.08888,93.2547,0.000511,0
1286,90,261.01,-0.476505,-0.975015,291.679,16.5937,0
1286,11,67.5548,-0.292816,2.90053,70.4717,0.000511,0
1287,90,296.743,-0.628804,-2.07568,363.589,66.9747,1
1287,13,166.72,-0.812712,0.927149,224.878,0.10566,0
1288,90,283.371,-1.7951,-2.80432,881.37,92.6066,0
1288,90,323.944,0.635642,0.480348,399.281,77.8337,1
1288,11,215.682,-1.90784,-2.89935,742.689,0.000511,0
1289,90,323.62,0.00768909,-0.66269,380.731,200.55,1
1289,11,192.464,-0.308422,-0.548385,201.691,0.000511,0
1290,90,271.906,-1.12451,-0.829003,474.789,106.384,0
1290,90,266.722,-0.491165,2.27659,308.489,73.7378,1
1290,11,182.487,-0.858954,-0.998824,254.049,0.000511,0
1291,90,326.109,0.869277,2.60603,464.217,79.9677,1
1291,13,276.225,1.75554,-0.63383,823.067,0.10566,0
1292,90,255.684,0.28251,0.424016,293.529,124.206,1
1292,11,52.5351,-1.59014,-1.94106,134.183,0.000511,0
1293,90,306.679,-0.218579,-2.97257,324.037,79.8905,1
1293,13,25.2339,-1.80281,0.895938,78.6227,0.10566,0
1294,90,411.51,0.693814,1.58129,522.924,92.9736,0
1294,90,430.186,0.382566,-1.67337,479.468,128.051,0
1294,11,363.805,0.602975,1.61428,431.97,0.000511,0
1295,90,401.212,0.970469,-0.260137,610.612,79.2555,1
1295,13,411.447,-0.0397634,2.99193,411.772,0.10566,0
1296,90,360.934,0.155951,-0.595883,367.28,37.7791,0
1296,13,155.645,0.129538,2.49055,156.953,0.10566,0
1297,90,255.463,0.712634,2.90118,332.622,78.9254,1
1297,13,43.2359,-2.13662,-0.936138,185.673,0.10566,0
1298,90,419.341,-0.0414502,-2.88286,431.821,101.589,1
1298,90,456.832,-1.41413,0.251946,1017.31,211.919,0
1298,13,107.893,0.901843,3.11862,154.824,0.10566,0
1299,90,256.187,-0.879489,-2.44562,380.566,117.963,1
1299,90,252.611,-0.230509,0.608104,260.476,24.1762,0
1299,13,71.4173,-2.47419,2.40718,426.944,0.10566,0
1300,90,265.179,-1.66521,2.77329,731.837,91.8248,0
1300,11,156.337,-1.33026,2.72987,316.304,0.000511,0
1301,90,348.497,1.39951,-2.96214,766.808,163.134,1
1301,13,240.551,0.664249,0.213496,295.6,0.10566,0
1302,90,254.233,0.670166,-0.0884873,320.557,66.9255,1
1302,11,115.161,1.73959,-2.27583,338.032,0.000511,0
1303,90,308.709,1.56244,-2.05239,771.439,64.9855,0
1303,13,84.3008,0.202857,-0.28397,86.0413,0.10566,0
1304,90,303.096,-0.269701,-0.919663,331.126,104.555,0
1304,90,368.514,-0.768959,2.19789,483.315,19.0303,1
1304,13,34.8081,0.576283,-0.500136,40.7499,0.10566,0
1305,90,291.72,-0.040387,-2.53639,306.072,91.8709,0
1305,11,167.951,0.0988246,-2.66535,168.772,0.000511,0
1306,90,403.177,-1.90736,0.434494,1390.83,93.5877,0
1306,90,548.791,-1.14022,2.81241,949.399,81.4247,1
1306,11,213.243,-1.9983,0.247498,800.944,0.000511,0
1307,90,339.063,0.0368719,2.36291,382.437,176.459,1
1307,90,352.531,-1.48441,-0.083434,818.156,27.4806,0
1307,11,126.201,0.200019,2.95112,128.734,0.000511,0
1308,90,312.887,-0.0472469,-1.5617,346.584,148.335,0
1308,90,341.035,-0.463334,1.13741,380.924,44.6313,0
1308,11,207.695,-0.0484485,-1.21026,207.939,0.000511,0
1309,90,440.218,-0.987422,1.77132,673.774,35.4912,0
1309,13,261.689,-1.49771,-1.16436,614.329,0.10566,0
1310,90,269.196,1.31108,-2.02519,536.959,37.3337,0
1310,13,284.654,1.68769,0.99039,795.884,0.10566,0
1311,90,354.546,1.6626,-2.73517,968.587,20.0594,0
1311,13,342.491,-0.149644,0.447536,346.332,0.10566,0
1312,90,266.775,1.73205,-0.664594,783.496,96.4793,1
1312,11,109.535,1.54982,-1.75704,269.614,0.000511,0
1313,90,268.364,0.570417,1.08864,326.288,91.4173,0
1313,11,141.69,0.252046,1.21936,146.215,0.000511,0
1314,90,368.468,0.694294,-2.78168,470.145,92.7648,0
1314,90,356.782,0.250764,0.386299,373.429,63.1027,0
1314,11,258.275,0.622877,-2.62435,310.018,0.000511,0
1315,90,330.679,-0.0549993,-2.04622,332.215,26.2103,1
1315,90,379.802,-0.855377,1.17301,531.873,68.6251,0
1315,11,40.1867,1.43985,-2.52064,89.5567,0.000511,0
1316,90,347.142,0.771601,-2.54467,456.761,30.9632,0
1316,11,190.494,-1.41157,0.88028,413.958,0.000511,0
1317,90,415.877,-0.152865,-0.642678,451.679,164.278,0
1317,11,157.65,2.10768,1.92695,658.239,0.000511,0
1318,90,413.275,1.44107,-0.625833,944.824,206.44,0
1318,90,432.01,1.69316,2.54686,1216.39,74.9849,1
1318,13,145.964,0.485131,2.23925,163.48,0.10566,0
1319,90,362.123,-1.49838,0.678354,855.118,87.6897,0
1319,90,374.411,1.27247,-2.42819,724.607,75.126,1
1319,11,332.884,-1.52576,0.622813,801.602,0.000511,0
1320,90,276.206,0.402316,1.56054,318.779,110.912,0
1320,11,166.757,0.140819,1.33056,168.413,0.000511,0
1321,90,408.094,-0.290057,1.48215,442.518,121.953,1
1321,90,502.915,-0.0684246,-1.79583,512.747,93.8077,0
1321,11,276.03,0.0997432,-1.77447,277.404,0.000511,0
1322,90,330.903,-0.0684067,2.64535,344.101,91.6268,0
1322,13,179.533,0.586618,-0.908123,211.32,0.10566,0
1323,90,279.418,1.42125,-0.537584,624.7,123.152,0
1323,13,193.798,0.0552864,2.90094,194.094,0.10566,0
1324,90,364.112,0.291883,1.59559,386.885,74.0446,1
1324,90,366.978,0.989503,-1.61814,568.388,86.4131,0
1324,13,38.7998,0.201246,2.09846,39.5883,0.10566,0
1325,90,263.998,-1.71421,1.96318,760.277,73.9754,1
1325,11,247.854,-0.075137,-1.1205,248.554,0.000511,0
1326,90,464.151,0.339199,0.715425,503.167,109.491,0
1326,11,357.142,0.389028,0.748043,384.51,0.000511,0
1327,90,274.587,-1.74077,-1.63192,807.038,15.6997,0
1327,13,263.349,-1.58617,1.52211,670.186,0.10566,0
1328,90,265.172,-0.489396,-2.85495,298.958,28.8069,0
1328,13,147.179,-0.0224421,0.261443,147.216,0.10566,0
1329,90,287.4,1.66008,1.50797,786.93,77.0608,1
1329,90,330.224,-0.173378,-0.738809,335.805,20.1573,0
1329,90,513.27,0.0589032,1.07096,522.032,90.3147,0
1329,90,737.78,0.127441,-2.35159,749.268,90.5298,0
1329,11,403.044,0.0718594,-2.25651,404.086,0.000511,0
1330,90,292.405,1.07494,1.91524,487.174,92.8403,0
1330,11,171.275,0.882161,2.13573,242.355,0.000511,0
1331,90,262.147,1.81516,2.14995,831.357,90.6595,0
1331,11,78.9606,-1.42582,-0.673818,173.776,0.000511,0
1332,90,400.366,1.68597,-2.14716,1119.88,71.2371,1
1332,13,194.226,0.916621,0.689952,281.695,0.10566,0
1333,90,278.251,-0.538491,-1.3588,330.261,83.3214,0
1333,11,143.916,-0.781643,-1.247,190.164,0.000511,0
1334,90,251.823,-1.45384,0.0483598,575.393,90.2951,0
1334,90,279.051,-1.27817,3.09458,541.343,41.232,0
1334,11,199.282,-1.22538,-0.0246227,368.584,0.000511,0
1335,90,289.318,-1.30654,1.42103,581.266,95.0164,1
1335,90,296.403,0.814772,-1.6806,400.423,7.56969,0
1335,11,292.221,0.815028,-1.68071,394.771,0.000511,0
1336,90,413.313,1.60848,1.51056,1073.69,7.30349,0
1336,13,341.857,0.992061,-1.52795,524.34,0.10566,0
1337,90,289.803,1.43741,-2.51038,648.175,69.6166,1
1337,90,397.636,1.17172,0.625771,703.708,24.1678,0
1337,13,58.3516,2.06117,-3.10266,232.894,0.10566,0
1338,90,384.638,-0.161114,-1.95666,413.409,138.155,0
1338,13,184.94,0.614511,1.23965,220.972,0.10566,0
1339,90,282.093,1.35428,-2.64967,598.744,137.17,1
1339,90,272.784,-0.871977,0.65843,385.035,37.2575,0
1339,13,76.5323,2.30064,1.352,385.75,0.10566,0
1340,90,515.457,0.0690501,-0.627052,523.644,85.0777,0
1340,90,520.604,0.090244,2.6096,528.301,76.5548,1
1340,13,61.4129,-1.76349,1.35429,184.369,0.10566,0
1341,90,275.726,0.645899,-1.62728,346.431,87.234,0
1341,11,156.781,0.66861,1.69067,193.149,0.000511,0
1342,90,296.298,-1.4008,-2.43513,637.935,15.1018,0
1342,90,454.257,-0.214334,2.99464,477.034,107.641,0
1342,90,614.639,-0.783095,0.230995,817.698,88.1815,0
1342,11,342.047,-0.899418,0.198573,489.978,0.000511,0
1343,90,303.906,-1.41275,-0.664384,678.977,154.764,1
1343,90,336.871,-0.886001,2.60655,479.745,41.2175,0
1343,11,54.6632,-1.9118,-1.07464,188.946,0.000511,0
1344,90,998.43,0.0791524,-3.00603,1014.65,162.481,1
1344,90,1094.82,-0.032848,0.17145,1103.34,132.065,0
1344,11,653.098,0.0241572,-2.94013,653.289,0.000511,0
1345,90,347.346,-0.477482,0.40656,395.017,75.6804,1
1345,13,343.033,0.324205,-2.84126,361.22,0.10566,0
1346,90,411.402,-1.03901,-3.10683,658.683,76.9376,1
1346,13,339.923,1.91165,0.128369,1174.79,0.10566,0
1347,90,274.655,0.985665,2.02526,444.584,147.988,0
1347,90,270.628,-0.756751,-1.09125,360.333,77.5538,1
1347,11,145.503,0.423657,1.96,158.758,0.000511,0
1348,90,252.539,-0.265197,3.05917,261.885,14.7035,0
1348,13,230.391,1.29785,0.00603234,453.239,0.10566,0
1349,90,292.265,-0.449732,-3.05146,347.21,129.083,0
1349,13,130.241,1.51417,-0.107097,310.34,0.10566,0
1350,90,305.915,-0.24407,2.65702,322.431,68.4929,0
1350,90,327.797,0.149113,-1.58254,344.295,93.1745,0
1350,11,265.132,0.150275,-1.43885,268.132,0.000511,0
1351,90,305.332,-1.7629,-1.60669,916.657,31.0771,0
1351,90,321.735,-1.06757,1.37455,529.108,79.0708,1
1351,11,43.1451,-1.00141,1.29942,66.648,0.000511,0
1352,90,268.494,-0.882596,-2.36183,380.473,18.2251,0
1352,90,286.019,0.425219,-2.94395,312.936,20.4192,0
1352,90,428.763,0.645846,0.591415,527.716,81.806,1
1352,13,110.533,-0.635656,0.551362,133.627,0.10566,0
1353,90,357.484,-0.284703,0.339712,383.019,90.9239,0
1353,90,375.11,0.958716,-2.97327,563.845,55.4321,0
1353,11,230.672,-0.09428,0.291148,231.698,0.000511,0
1354,90,651.595,1.8502,-0.0980759,2123.69,13.4538,0
1354,13,348.753,-0.475252,2.84583,388.886,0.10566,0
1355,90,446.393,-1.90696,1.54972,1535.99,21.4744,0
1355,13,318.939,0.217889,-1.30243,326.54,0.10566,0
1356,90,256.099,0.596162,-2.80521,311.746,73.4389,0
1356,90,308.029,-0.551844,0.386197,368.065,92.954,1
1356,11,60.0142,-0.64192,0.609407,72.8094,0.000511,0
1357,90,276.715,-1.16697,-2.98409,488.431,29.9932,0
1357,11,124.719,-1.08642,-0.287039,205.852,0.000511,0
1358,90,590.074,0.171681,0.631477,598.851,8.43855,0
1358,13,382.239,-0.20789,-2.40103,390.528,0.10566,0
1359,90,324.818,1.02562,1.45892,517.874,83.0904,1
1359,90,433.703,-0.839341,-1.85322,595.832,14.5143,0
1359,11,46.4605,2.21079,2.45856,214.473,0.000511,0
1360,90,364.418,-0.479618,-2.13708,430.093,138.619,0
1360,11,127.192,0.768347,1.66054,166.62,0.000511,0
1361,90,266.346,1.47777,1.87036,614.217,11.7387,0
1361,11,162.189,-0.271558,-1.90896,168.206,0.000511,0
1362,90,261.81,0.452097,-1.03697,300.468,82.1299,0
1362,90,385.126,-0.592791,2.31761,461.316,77.2763,0
1362,11,227.975,0.551234,-1.08329,263.497,0.000511,0
1363,90,302.942,0.242926,1.11163,321.52,77.9602,1
1363,13,183.559,-1.69905,-1.80876,518.704,0.10566,0
1364,90,285.369,-0.83237,-2.06072,390.151,8.08335,0
1364,90,378.285,0.266324,1.78905,402.41,91.8808,0
1364,11,203.879,0.466151,1.8662,226.434,0.000511,0
1365,90,268.525,-1.30776,-2.37187,532.913,11.1301,0
1365,13,292.42,-1.52628,0.60129,704.495,0.10566,0
1366,90,255.335,0.982096,-1.29735,393.795,63.1804,1
1366,90,271.789,-0.111554,1.82505,294.233,108.538,0
1366,11,206.574,-0.176427,1.60366,209.798,0.000511,0
1367,90,268.164,0.206404,-0.206854,283.136,71.7395,0
1367,13,80.3106,-1.16524,1.96109,141.287,0.10566,0
1368,90,280.149,-0.480927,-0.355494,326.097,90.8823,0
1368,11,163.685,-0.295646,-0.578199,170.891,0.000511,0
1369,90,562.903,0.554351,-0.76205,653.382,47.7777,0
1369,90,603.093,-1.52025,2.39185,1454.83,168.71,1
1369,11,435.965,-1.50216,2.49167,1027.58,0.000511,0
1370,90,343.046,0.71132,-2.92268,464.546,166.834,1
1370,13,362.132,-0.418107,0.734121,394.249,0.10566,0
1371,90,261.367,-1.54455,-0.629063,644.564,74.391,1
1371,90,256.43,0.584051,2.42692,307.34,60.0154,0
1371,13,157.891,-1.65039,-0.722212,426.384,0.10566,0
1372,90,761.005,-1.07882,-1.77303,1251.62,88.2129,1
1372,90,764.685,0.497457,1.37854,862.324,42.6694,0
1372,11,56.1758,-2.15646,-2.03863,245.943,0.000511,0
1373,90,283.189,-0.608393,-3.08196,342.872,61.9163,0
1373,13,26.9647,-2.07647,-2.86175,109.229,0.10566,0
1374,90,321.319,-0.413849,-2.97836,349.313,7.55548,0
1374,13,132.847,-1.2065,0.791608,241.849,0.10566,0
1375,90,512.588,0.493166,-2.26016,577.087,32.0778,1
1375,13,394.106,-0.955492,0.762592,588.119,0.10566,0
1376,90,330.493,-0.297474,-1.45785,362.607,110.925,1
1376,90,366.305,-1.07508,1.90612,600.242,35.6172,0
1376,11,111.263,-0.892296,-0.521604,158.574,0.000511,0
1377,90,322.642,-1.00571,-0.179683,500.197,12.6641,0
1377,11,120.092,-2.16772,-2.86477,531.571,0.000511,0
1378,90,268.695,-0.150934,2.76632,272.029,12.0835,0
1378,13,230.527,0.212098,-0.0710396,235.732,0.10566,0
1379,90,277.6,0.740144,-2.32904,357.374,12.0299,0
1379,11,29.4793,-0.802771,0.291933,39.4993,0.000511,0
1380,90,278.806,-0.865993,0.828791,390.686,22.2935,0
1380,13,175.359,-2.16912,-1.97502,777.265,0.10566,0
1381,90,283.36,-1.59952,-2.95567,736.087,94.2614,0
1381,90,281.603,-1.36373,0.0921921,590.473,67.1257,1
1381,11,234.744,-1.49737,-2.8047,550.902,0.000511,0
1382,90,515.166,0.543949,-0.0970647,598.918,82.0006,1
1382,90,623,-0.379511,3.03177,683.649,143.561,0
1382,13,67.6213,2.03313,0.598454,262.671,0.10566,0
1383,90,294.499,-0.0253841,1.17461,308.747,92.4064,0
1383,11,217.785,-0.160816,1.04259,220.607,0.000511,0
1384,90,355.383,-0.240083,-0.753577,365.724,6.02618,0
1384,11,156.465,-0.243938,-0.754969,161.144,0.000511,0
1385,90,294.151,0.660543,-1.79407,362.461,35.7862,1
1385,13,140.637,2.46157,1.48676,830.357,0.10566,0
1386,90,258.913,0.423641,2.89104,288.649,59.2764,1
1386,90,335.347,0.326686,-1.01322,358.48,60.1286,0
1386,13,137.668,1.19517,3.0795,248.268,0.10566,0
1387,90,279.187,-0.52772,-0.317745,319.255,13.4018,0
1387,13,105.567,-1.86722,-3.04064,349.68,0.10566,0
1388,90,303.36,-0.22362,0.542096,320.313,76.7731,1
1388,11,160.154,-1.76649,-2.46054,482.164,0.000511,0
1389,90,322.246,-1.37726,2.48774,703.692,183.509,1
1389,90,470.818,-0.822102,-0.757538,639.19,11.6204,0
1389,11,45.188,-1.1787,3.01078,80.3853,0.000511,0
1390,90,250.062,0.378233,-0.347859,268.572,14.8174,0
1390,13,40.7806,2.29345,0.419027,204.106,0.10566,0
1391,90,281.498,-0.333656,-0.961969,311.06,91.4494,0
1391,11,166.944,-0.470468,-1.05656,185.763,0.000511,0
1392,90,414.678,-1.07355,-3.10814,682.333,81.1753,1
1392,11,117.749,0.316183,-0.988219,123.684,0.000511,0
1393,90,449.744,-0.656385,0.0235763,551.382,36.7355,0
1393,90,454.949,-0.905436,-3.07725,667.164,129.222,1
1393,11,190.18,-0.682599,3.10918,236.234,0.000511,0
1394,90,515.887,-1.88717,-0.631379,1743.52,80.1342,1
1394,90,520.441,-0.755247,2.30649,678.251,54.4679,0
1394,11,78.7885,-0.326227,-1.84179,83.0183,0.000511,0
1395,90,274.318,0.505484,1.82593,320.184,79.6584,1
1395,13,184.945,-0.701715,-1.15823,232.379,0.10566,0
1396,90,283.56,-1.8553,1.71527,931.154,68.1113,1
1396,13,188.903,-0.596708,-1.85438,223.543,0.10566,0
1397,90,252.559,0.439747,0.265842,291.607,89.9878,0
1397,11,215.796,0.369742,0.418223,230.716,0.000511,0
1398,90,273.635,1.14271,-0.393555,473.3,25.7919,0
1398,13,179.028,-0.743574,2.81456,230.844,0.10566,0
1399,90,312.378,-0.380809,-2.60396,337.4,37.5547,1
1399,11,101.696,1.37006,0.171062,213.038,0.000511,0
1400,90,503.545,0.390438,0.665531,542.841,21.4853,0
1400,13,480.507,0.838683,-2.29497,659.64,0.10566,0
1401,90,261.057,1.6849,0.575192,728.45,25.396,0
1401,90,321.053,1.70555,-2.97796,915.727,73.5076,1
1401,13,63.011,-2.47396,0.0512008,376.604,0.10566,0
1402,90,324.59,0.482662,-2.08574,373.409,86.9764,0
1402,13,294.915,0.113581,1.30932,296.819,0.10566,0
1403,90,355.659,-0.837585,2.19246,496.044,89.6174,0
1403,11,236.995,-0.979855,2.26494,360.165,0.000511,0
1404,90,369.799,-0.506827,0.52331,427.246,86.875,1
1404,13,90.2982,-1.08122,-3.00087,148.426,0.10566,0
1405,90,421.518,-1.59509,-2.20065,1081.6,11.7169,0
1405,13,406.901,0.00816553,0.555998,406.915,0.10566,0
1406,90,345.021,-1.96925,-0.231897,1262.98,84.2629,1
1406,13,222.535,-0.776162,2.74527,292.998,0.10566,0
1407,90,639.62,0.869257,1.10038,921.789,212.859,1
1407,90,573.203,1.30955,-2.06539,1140.66,59.9853,0
1407,11,146.792,1.15138,1.29099,255.327,0.000511,0
1408,90,356.704,0.478332,1.47294,405.866,78.0255,1
1408,13,131.959,-1.65142,-1.93096,356.698,0.10566,0
1409,90,305.157,0.465421,-3.09239,338.954,9.91377,0
1409,13,174.541,-0.5581,-0.324374,202.437,0.10566,0
1410,90,327.716,-1.03308,-0.147162,519.935,35.6271,0
1410,13,313.321,-0.589441,2.76208,369.345,0.10566,0
1411,90,299.285,-0.25975,0.657138,317.88,72.768,1
1411,13,154.714,-0.64254,-2.46111,187.765,0.10566,0
1412,90,384.085,-0.540064,0.582784,451.086,92.633,0
1412,11,80.3515,1.69346,-2.96057,225.873,0.000511,0
1413,90,255.783,0.584766,-2.11002,309.441,72.7165,1
1413,90,336.962,0.82748,0.306952,469.655,99.1977,0
1413,11,239.149,-1.30397,2.57322,472.959,0.000511,0
1414,90,325.016,-0.946095,-0.95513,489.207,85.6274,0
1414,90,327.19,0.607252,2.20747,390.264,26.0493,0
1414,11,209.41,-0.962565,-0.781418,314.148,0.000511,0
1415,90,255.258,-1.35357,-2.87838,527.048,0.000510971,0
1415,11,255.258,-1.35357,-2.87838,527.048,0.000511,0
1416,90,439.11,0.492343,-0.349973,500.06,81.2587,1
1416,13,243.945,-1.20639,2.62317,444.062,0.10566,0
1417,90,278.97,-0.730483,2.63167,364.175,73.0742,1
1417,13,143.562,1.29296,-0.169169,281.238,0.10566,0
1418,90,376.068,1.85347,-1.55839,1232.04,79.3646,1
1418,90,396.661,-1.47393,1.64931,915.724,88.833,0
1418,11,354.879,-1.50929,1.59431,841.875,0.000511,0
1419,90,395.169,-0.107499,-1.04357,410.578,102.979,0
1419,13,368.235,-0.855079,1.95362,511.259,0.10566,0
1420,90,523.523,0.480477,0.641769,587.958,57.6569,0
1420,90,541.911,1.31742,-2.46419,1088.12,91.6231,0
1420,11,321.563,1.43621,-2.44291,714.28,0.000511,0
1421,90,287.102,0.183153,2.3988,301.599,75.749,1
1421,13,83.7808,0.434019,-0.00311549,91.7965,0.10566,0
1422,90,254.239,1.68078,0.743774,707.623,43.6913,0
1422,90,266.654,0.6005,-2.51759,328.979,90.8218,0
1422,11,214.636,0.455458,-2.38698,237.286,0.000511,0
1423,90,270.427,0.0937057,-1.25096,283.524,81.3088,1
1423,11,183.637,-2.11926,2.20884,775.414,0.000511,0
1424,90,372.695,1.01825,-2.25901,619.372,208.596,0
1424,11,198.271,0.618025,-1.86853,237.357,0.000511,0
1425,90,386.868,0.433936,-0.9479,454.379,163.699,1
1425,90,546.12,0.408539,1.67028,593.827,42.1047,0
1425,11,217.515,0.0439165,-0.89278,217.725,0.000511,0
1426,90,251.664,1.46553,0.575213,581.042,90.8519,0
1426,11,154.813,1.62452,0.505491,408.162,0.000511,0
1427,90,350.064,-1.52014,1.9635,849.094,132.597,1
1427,90,347.551,-1.09856,-1.08399,580.756,42.108,0
1427,11,30.5525,-0.80567,2.02393,41.0165,0.000511,0
1428,90,252.241,1.84533,-1.79193,821.698,74.7339,0
1428,11,215.114,1.68218,-1.76233,598.366,0.000511,0
1429,90,261.607,-0.476631,-1.69818,300.581,71.76,1
1429,90,301.549,-1.58907,1.51962,773.661,80.6277,0
1429,11,49.4149,-2.11658,-1.22376,208.114,0.000511,0
1430,90,351.504,1.61629,-2.8999,928.081,124.338,1
1430,90,477.343,-0.201757,0.246215,488.873,41.7053,0
1430,13,104.419,-1.27371,2.95415,201.209,0.10566,0
1431,90,346.169,-1.58595,-2.16397,881.227,28.2606,0
1431,13,297.942,-0.669454,0.948801,367.237,0.10566,0
1432,90,256.295,-1.25859,-1.05459,490.026,49.2993,0
1432,13,55.258,1.09627,2.2503,91.9247,0.10566,0
1433,90,374.719,1.27373,-0.973267,723.199,40.3777,0
1433,13,208.022,0.842674,2.85538,286.356,0.10566,0
1434,90,255.722,-0.650523,2.24248,315.873,50.7768,1
1434,13,271.832,-1.73856,-0.829324,797.137,0.10566,0
1435,90,359.262,0.632269,-2.18436,442.995,91.2424,0
