#event_id,pid,pt [GeV],eta,phi,E [GeV],mass [GeV],v_true
5649,90,333.599,-0.109261,-1.65496,352.952,109.33,1
5649,11,75.15,1.58451,1.52639,190.954,0.000511,0
5650,90,252.954,-0.579513,-1.43784,305.826,74.4278,1
5650,11,101.718,-1.00486,2.14804,157.541,0.000511,0
5651,90,357.507,-1.95306,2.75752,1288.63,88.2885,0
5651,13,36.0665,-0.128991,-0.499584,36.3672,0.10566,0
5652,90,277.205,0.618657,1.10579,368.515,160.002,1
5652,13,72.5409,0.198895,-1.731,73.9805,0.10566,0
5653,90,252.996,0.793125,1.55748,339.322,41.0586,0
5653,11,30.6127,0.022768,-1.53766,30.6207,0.000511,0
5654,90,306.391,1.35407,2.76748,635.17,53.6076,0
5654,13,75.4305,0.819607,0.320669,102.216,0.10566,0
5655,90,390.714,-0.370532,0.822826,429.422,99.0458,1
5655,13,26.9996,0.0945595,-1.24568,27.1206,0.10566,0
5656,90,325.671,0.420649,0.122433,393.888,170.839,1
5656,11,47.5669,0.180785,-2.32084,48.3464,0.000511,0
5657,90,372.143,1.02637,1.29198,607.866,161.632,1
5657,11,27.4782,0.757513,-1.30347,35.7463,0.000511,0
5658,90,312.425,0.253037,0.188383,366.398,173.938,1
5658,11,31.9426,1.84075,-2.5728,103.174,0.000511,0
5659,90,576.552,0.868763,2.83301,822.856,154.807,1
5659,13,329.701,-1.33094,-0.417184,667.454,0.10566,0
5660,90,258.709,0.270455,1.02972,279.934,80.1008,0
5660,11,72.2422,0.732244,0.995589,92.4906,0.000511,0
5661,90,252.758,-0.975616,2.18996,399.046,112.367,1
5661,90,286.148,-0.862314,-1.30686,406.981,78.7269,1
5661,11,28.5479,-1.27152,2.41587,54.9071,0.000511,0
5662,90,252.116,0.301763,0.148072,269.871,57.4634,0
5662,13,65.406,0.189569,-3.07802,66.5849,0.10566,0
5663,90,275.211,-0.832263,-2.39163,394.162,117.778,0
5663,90,421.486,-0.748453,1.1569,545.875,28.0165,0
5663,11,62.539,-0.19397,-2.16147,63.7192,0.000511,0
5664,90,289.29,-0.119233,-0.0322198,299.695,70.235,1
5664,11,108.459,-0.123476,0.09948,109.287,0.000511,0
5665,90,364.415,0.265876,-2.15617,399.642,131.549,1
5665,90,476.17,-0.145227,1.11056,495.189,116.866,0
5665,11,122.828,-0.473396,1.34215,136.85,0.000511,0
5666,90,432.169,0.571348,-0.519076,529.943,161.775,1
5666,11,54.3661,0.313294,-0.24962,57.0561,0.000511,0
5667,90,316.987,-1.24602,2.78193,620.096,169.113,1
5667,11,101.193,0.946055,-1.25444,149.959,0.000511,0
5668,90,294.557,-0.0215549,-0.269379,323.016,132.419,1
5668,90,355.016,1.81838,2.51957,1133.53,157.157,1
5668,13,25.4482,0.377482,-0.572056,27.2832,0.10566,0
5669,90,253.92,0.726403,-3.1107,347.372,125.497,0
5669,11,40.0114,0.208615,3.11797,40.8852,0.000511,0
5670,90,496.089,0.11669,-1.03714,521.258,149.129,1
5670,13,101.227,-0.463535,2.57396,112.298,0.10566,0
5671,90,464.662,-0.404266,2.22831,530.873,169.305,1
5671,11,64.2094,0.274605,-0.867291,66.6456,0.000511,0
5672,90,352.687,-0.948395,1.16904,523.862,18.0191,0
5672,13,75.6831,1.05858,-1.25257,122.198,0.10566,0
5673,90,271.838,1.25867,2.37338,527.286,102.944,1
5673,11,215.768,1.01123,-0.869082,335.816,0.000511,0
5674,90,283.634,0.820909,-1.92401,386.645,38.8098,1
5674,13,97.119,0.326932,0.480206,102.356,0.10566,0
5675,90,259.334,1.75319,-1.34874,780.581,121.755,1
5675,90,270.892,0.971078,0.907394,424.652,114.323,0
5675,11,48.885,1.33639,-1.75272,99.4341,0.000511,0
5676,90,303.518,-0.107251,-2.91896,315.632,80.2271,1
5676,13,46.3157,0.783238,0.6951,61.2635,0.10566,0
5677,90,280.411,-0.810057,2.94662,395.081,116.365,1
5677,13,73.2414,-0.98433,2.63944,111.682,0.10566,0
5678,90,295.582,-0.961185,1.52484,454.044,99.6972,0
5678,11,114.942,-1.38921,-1.34766,244.881,0.000511,0
5679,90,251.181,-1.39225,-0.435726,538.542,46.0058,0
5679,13,28.5204,-2.33864,-2.58892,149.212,0.10566,0
5680,90,323.757,-0.824017,0.101106,467.835,158.865,1
5680,90,289.118,-0.215425,-2.29156,295.928,6.71028,0
5680,11,59.0984,-0.541765,0.0915473,67.9856,0.000511,0
5681,90,375.74,0.530545,-2.24565,436.04,73.069,1
5681,11,35.1722,-1.32286,1.24416,70.7051,0.000511,0
5682,90,288.796,1.80498,2.74771,910.862,129.111,1
5682,13,229.26,1.06009,-0.403888,370.606,0.10566,0
5683,90,306.024,0.101334,-0.0687082,363.943,194.523,1
5683,90,252.187,-1.14233,2.6633,439.32,58.4086,0
5683,11,97.5317,0.0861509,-0.757711,97.8939,0.000511,0
5684,90,328.855,-0.569617,-2.34579,418.837,168.008,1
5684,11,99.7321,-0.233899,0.581201,102.473,0.000511,0
5685,90,323.63,1.48472,2.62358,767.399,158.426,1
5685,90,327.284,0.28335,-0.479705,366.383,135.236,1
5685,13,28.576,1.07568,-0.420115,46.7656,0.10566,0
5686,90,308.119,0.202889,-1.69232,329.895,99.655,0
5686,11,36.9382,0.874196,-1.28071,51.9747,0.000511,0
5687,90,261.172,-1.53086,-2.69713,640.24,103.367,0
5687,90,393.48,0.145773,0.774986,399.319,36.274,0
5687,13,28.602,-1.51711,-2.41542,68.336,0.10566,0
5688,90,381.32,-1.02886,1.90471,611.356,108.85,1
5688,13,127.489,0.565572,-2.22136,148.428,0.10566,0
5689,90,311.225,-0.781774,-0.144321,427.267,115.804,0
5689,13,25.4926,1.14391,-2.37086,44.0716,0.10566,0
5690,90,261.742,1.65707,-0.3508,723.86,134.615,1
5690,90,255.054,1.18137,2.78807,461.708,80.0138,0
5690,11,41.7013,1.02215,2.87333,65.4501,0.000511,0
5691,90,301.552,0.405291,-2.16036,333.741,68.3853,1
5691,13,41.6744,0.213158,-2.22875,42.6249,0.10566,0
5692,90,250.757,0.260978,1.08419,281.532,109.547,0
5692,11,41.1575,0.286081,1.42022,42.8533,0.000511,0
5693,90,250.698,0.429468,-0.784195,284.231,74.9373,1
5693,13,50.2488,-1.97739,2.24076,184.973,0.10566,0
5694,90,273.208,-1.90649,-2.94033,952.433,156.048,1
5694,13,138.278,1.16315,0.107259,242.85,0.10566,0
5695,90,312.611,-0.43376,-0.430702,381.296,167.605,1
5695,90,266.03,0.827683,2.55051,362.475,0.000510998,0
5695,11,266.03,0.827683,2.55051,362.475,0.000511,0
5696,90,269.123,0.512089,1.07921,313.145,70.1486,1
5696,13,25.7234,0.74872,-1.72435,33.2768,0.10566,0
5697,90,277,-0.411378,0.141322,337.471,153.046,0
5697,13,148.503,-1.33364,3.04802,301.338,0.10566,0
5698,90,289.626,-0.556582,-2.8089,358.62,126.263,1
5698,11,120.768,1.46076,0.959634,274.222,0.000511,0
5699,90,407.197,1.19256,-1.58568,736.874,77.9593,0
5699,13,48.1583,2.11685,2.59066,202.875,0.10566,0
5700,90,359.954,0.111745,0.84012,393.75,154.425,1
5700,90,543.518,0.17405,-2.09269,578.218,172.87,1
5700,11,66.2236,0.157909,0.49349,67.051,0.000511,0
5701,90,275.967,-1.08984,0.158142,468.809,105.708,1
5701,11,115.636,0.350873,3.07433,122.827,0.000511,0
5702,90,269.921,-1.47917,-2.08747,628.678,83.3323,1
5702,90,305.903,0.4063,0.722223,347.653,104.735,0
5702,11,38.8865,0.169514,0.71976,39.4465,0.000511,0
5703,90,328.5,-1.17032,0.333993,583.591,61.4612,0
5703,11,25.9277,1.27776,2.75171,50.1344,0.000511,0
5704,90,448.952,-0.79182,1.05606,638.755,226.62,0
5704,90,434.965,-0.708571,-1.77678,559.58,109.294,0
5704,13,59.1745,-0.552793,1.45563,68.4485,0.10566,0
5705,90,307.621,0.0195063,2.52066,313.775,61.5428,0
5705,13,84.8624,-1.48181,-1.82006,196.376,0.10566,0
5706,90,288.584,-0.0721442,1.60242,328.371,155.283,1
5706,90,336.499,-0.595722,-1.41112,416.536,122.888,0
5706,11,148.975,-0.668348,-1.81259,183.505,0.000511,0
5707,90,283.215,0.0521683,2.37557,297.134,88.6509,1
5707,13,74.5107,-0.482539,-0.337764,83.3551,0.10566,0
5708,90,262.194,0.662317,2.93285,333.814,88.622,0
5708,11,106.905,0.944007,-3.10193,158.183,0.000511,0
5709,90,403.342,-1.72347,-0.400772,1166.69,35.943,0
5709,90,456.738,-0.235156,2.4099,507.973,194.106,1
5709,13,42.3566,1.65962,-1.41333,115.369,0.10566,0
5710,90,274.132,-0.804655,-0.533585,368.235,18.4723,0
5710,11,39.1251,0.148521,2.20579,39.5575,0.000511,0
5711,90,330.113,-1.76494,0.32809,992.881,31.1007,0
5711,13,67.2221,-1.38895,2.41868,143.182,0.10566,0
5712,90,275.058,-0.0978516,-0.609231,286.262,74.5794,1
5712,11,89.989,-0.22076,2.56871,92.1907,0.000511,0
5713,90,331.246,-1.63746,-2.43434,898.146,159.554,1
5713,13,67.4023,0.293943,0.770898,70.3352,0.10566,0
5714,90,300.377,-0.240839,1.72185,318.257,75.6686,1
5714,13,45.954,1.18541,-1.24606,82.2035,0.10566,0
5715,90,339.988,-0.0026795,3.12069,380.399,170.618,0
5715,11,42.6335,1.05099,-0.932278,68.4281,0.000511,0
5716,90,375.121,-0.824093,1.1073,537.176,169.078,1
5716,11,168.787,-0.412178,-2.07018,183.328,0.000511,0
5717,90,288.837,0.697011,0.444647,369.264,73.4507,1
5717,13,75.048,1.17578,-2.88741,133.182,0.10566,0
5718,90,256.928,-0.707559,0.579977,333.607,79.6017,1
5718,11,74.3694,-2.34601,-1.67082,391.912,0.000511,0
5719,90,284.872,0.513976,1.63237,332.968,79.5138,1
5719,13,110.166,1.28251,-1.50983,213.889,0.10566,0
5720,90,268.471,0.235854,-3.09368,297.493,111.09,1
5720,90,365.086,-0.957068,0.407192,551.104,78.7402,1
5720,11,102.474,0.39793,-2.89195,110.695,0.000511,0
5721,90,303.005,-1.11041,-2.65981,510.035,15.0791,0
5721,11,29.8813,-1.42558,-0.296415,65.7484,0.000511,0
5722,90,354.72,0.160418,-1.04539,359.974,22.1185,0
5722,13,195.319,-0.361674,2.10299,208.233,0.10566,0
5723,90,302.561,0.210021,-2.98351,320.474,84.0394,1
5723,90,633.37,-0.728487,-0.390152,810.552,50.1693,0
5723,13,220.775,1.4405,2.20557,492.285,0.10566,0
5724,90,487.409,-0.468877,2.02058,542.188,15.1734,0
5724,13,108.095,1.17083,-2.2324,191.045,0.10566,0
5725,90,296.828,1.17155,-0.969529,547.111,154.24,1
5725,13,85.4752,1.68548,2.61082,238.493,0.10566,0
5726,90,255.14,-1.31215,-0.296508,509.031,29.7757,1
5726,13,70.9478,0.044592,-2.87269,71.0184,0.10566,0
5727,90,265.267,1.12306,2.75973,461.836,99.944,0
5727,13,46.34,0.0231032,-0.590503,46.3525,0.10566,0
5728,90,357.682,1.47778,-1.37482,842.4,171.78,1
5728,90,277.262,-0.517135,1.46855,330.381,99.0951,0
5728,11,184.567,-0.726441,1.52372,235.446,0.000511,0
5729,90,320.143,-0.403932,-0.212558,373.447,138.992,1
5729,13,182.611,2.17303,-3.02268,812.499,0.10566,0
5730,90,270.723,-1.78675,1.28555,832.412,51.9913,1
5730,90,388.464,-1.40893,-0.109436,845.949,79.6873,1
5730,90,431.788,-0.336051,-3.04203,468.526,105.908,0
5730,11,35.5594,-1.48367,-0.128284,82.425,0.000511,0
5731,90,250.114,1.42089,1.69612,555.648,91.6594,0
5731,11,117.632,0.0930382,-1.93701,118.142,0.000511,0
5732,90,304.708,1.10324,2.21108,523.901,121.018,1
5732,13,57.9846,-0.00398815,-0.787168,57.9852,0.10566,0
5733,90,310.337,0.547668,-0.976081,360.697,43.5874,0
5733,13,35.7946,-0.1107,2.29117,36.0143,0.10566,0
5734,90,256.611,-0.846276,1.97233,364.181,85.0177,0
5734,11,37.3029,-0.00673374,-0.89995,37.3037,0.000511,0
5735,90,402.667,0.542342,2.15368,507.547,207.144,1
5735,90,464.174,-0.0964063,-0.769304,488.014,143.846,0
5735,13,32.5258,0.0137906,-0.782401,32.5291,0.10566,0
5736,90,255.292,-0.0273948,-1.11824,266.324,75.5354,1
5736,11,39.2354,-0.709431,1.18829,49.53,0.000511,0
5737,90,285.384,1.80845,2.55709,894.245,22.9475,0
5737,11,120.462,0.459443,0.783082,133.401,0.000511,0
5738,90,324.181,-0.707308,0.737786,430.343,134.728,1
5738,90,348.976,-0.594204,-1.97607,425.221,103.561,1
5738,11,109.224,-0.949447,0.842436,162.265,0.000511,0
5739,90,355.183,-1.87704,1.79248,1198.62,162.257,0
5739,90,416.646,0.309319,-1.2708,469.129,171.294,1
5739,11,97.9424,-2.07333,1.26631,395.542,0.000511,0
5740,90,303.807,-0.382197,-0.557783,360.472,153.263,1
5740,11,40.6537,-0.452608,-0.96358,44.8893,0.000511,0
5741,90,261.611,-0.129989,-1.55058,280.393,94.9576,0
5741,90,293.473,-1.81766,0.311693,927.414,11.1249,0
5741,11,148.241,-1.60006,2.41548,382.107,0.000511,0
5742,90,290.278,-1.55395,2.68474,732.771,150.221,1
5742,13,88.9103,0.475681,-0.431176,99.1604,0.10566,0
5743,90,324.181,-0.920998,0.182334,486.817,120.497,1
5743,13,94.253,-0.0938559,-2.94339,94.6685,0.10566,0
5744,90,255.654,-0.15347,-0.385851,274.439,91.686,1
5744,11,30.8589,1.02707,2.34972,48.617,0.000511,0
5745,90,290.416,1.04149,-3.02106,463.854,32.9203,0
5745,11,104.032,1.39155,-0.773577,222.095,0.000511,0
5746,90,395.607,1.76191,-1.78718,1196.08,155.831,1
5746,11,146.793,-1.21599,1.05346,269.37,0.000511,0
5747,90,314.36,-0.934427,-0.83536,462.523,24.3083,0
5747,13,97.6154,-1.55464,1.70911,241.337,0.10566,0
5748,90,261.069,-1.19718,1.32931,475.706,62.3903,0
5748,90,435.913,0.303511,-2.04509,458.217,43.5201,0
5748,11,57.7726,0.520945,-1.94667,65.7908,0.000511,0
5749,90,326.832,0.530449,2.9215,381.106,73.7559,1
5749,13,117.796,0.614813,0.110723,140.77,0.10566,0
5750,90,260.996,-0.595169,2.23715,335.463,131.53,0
5750,11,145.931,-0.72536,2.63621,186.035,0.000511,0
5751,90,251.529,1.5491,-1.37674,635.504,145.089,0
5751,13,189.532,2.28355,1.61725,939.446,0.10566,0
5752,90,293.887,0.674504,0.642323,364.916,34.1591,0
5752,90,352.689,-0.27474,-2.38985,377.821,93.4431,0
5752,11,83.4814,0.0337274,-2.56287,83.5289,0.000511,0
5753,90,343.019,0.816526,2.50464,485.813,144.378,1
5753,13,76.6825,0.697467,-2.46341,96.1025,0.10566,0
5754,90,364.526,1.1104,-0.674233,617.916,75.2729,0
5754,13,78.8229,-0.944352,2.94571,116.661,0.10566,0
5755,90,279.399,0.155675,-1.9117,298.147,94.448,1
5755,13,35.9554,-1.02758,0.889674,56.6685,0.10566,0
5756,90,338.707,1.34672,-0.639394,695.373,16.4539,0
5756,90,422.1,1.12894,2.12559,721.12,18.1709,0
5756,13,32.6037,1.05847,2.98742,52.6377,0.10566,0
5757,90,305.437,-0.089509,-2.58162,317.531,82.3707,1
5757,90,332.913,1.08103,2.18026,552.915,79.7323,0
5757,90,358.743,0.613236,-0.200563,428.423,8.52962,0
5757,11,117.07,0.806105,2.01507,157.211,0.000511,0
5758,90,307.326,-1.15147,2.06865,539.807,74.8423,0
5758,11,98.6627,-0.793217,2.08502,131.364,0.000511,0
5759,90,377.923,0.360344,2.60347,462.045,226.491,0
5759,90,369.117,1.97928,-0.578693,1361.51,26.5449,0
5759,11,92.6306,-0.00314714,2.88759,92.6311,0.000511,0
5760,90,640.113,-1.16998,2.07269,1173.72,315.422,1
5760,90,772.484,0.170933,-0.972551,784.616,35.834,0
5760,13,40.27,-1.22577,2.24129,74.5059,0.10566,0
5761,90,300.326,-0.554633,-1.93312,361.664,99.4732,0
5761,11,161.477,-0.627493,-1.64228,194.325,0.000511,0
5762,90,273.003,0.698309,2.80484,354.57,92.4157,1
5762,90,264.032,-0.248903,-0.443379,283.984,80.7782,0
5762,11,210.169,-0.349795,-0.554878,223.159,0.000511,0
5763,90,307.846,1.40524,-0.200288,665.422,16.2457,0
5763,11,101.201,0.774311,2.29039,133.086,0.000511,0
5764,90,279.355,1.52187,3.05054,686.784,149.447,1
5764,13,58.7886,1.59853,-0.747755,151.32,0.10566,0
5765,90,257.651,-1.07528,-2.36305,421.998,20.1034,0
5765,90,447.398,1.34749,-0.547147,929.185,138.032,1
5765,90,481.925,-0.576889,2.53422,571.726,91.4387,0
5765,11,28.6146,0.0399128,2.18599,28.6374,0.000511,0
5766,90,264.472,-0.409932,-1.53467,303.968,100.119,1
5766,13,86.1809,-0.389017,2.61673,92.7847,0.10566,0
5767,90,300.981,1.63642,-0.256555,807.335,89.7736,1
5767,13,45.2372,1.23329,2.86097,84.2278,0.10566,0
5768,90,342.766,0.621161,-1.94276,427.144,116.156,1
5768,13,131.478,-0.194963,2.7308,133.985,0.10566,0
5769,90,278.576,0.233351,0.903085,303.184,100.065,1
5769,11,103.338,0.1815,-2.00748,105.045,0.000511,0
5770,90,305.359,-0.862128,-0.0461194,451.215,148.591,1
5770,90,424.744,0.939849,2.79538,626.837,18.7184,0
5770,11,113.717,-1.83947,-1.20085,366.855,0.000511,0
5771,90,361.608,0.811997,0.0384387,488.177,25.4122,0
5771,90,445.564,-0.266256,-2.66481,467.548,75.2541,1
5771,11,27.0037,-0.213471,-0.317345,27.6213,0.000511,0
5772,90,384.064,0.730637,0.961089,495.497,64.9725,1
5772,11,30.7721,0.380733,-2.17674,33.0295,0.000511,0
5773,90,276.595,-0.208063,-2.80061,296.025,88.1248,0
5773,11,31.5746,-1.11947,1.15334,53.5141,0.000511,0
5774,90,254.633,-1.03018,0.646318,421.67,126.869,1
5774,11,39.1535,1.34433,-2.80929,80.1928,0.000511,0
5775,90,284.212,-0.00329904,-2.64217,294.976,78.9527,1
5775,13,37.9045,-1.26152,0.447723,72.2841,0.10566,0
5776,90,278.023,0.776886,-0.581561,374.939,80.3436,1
5776,13,32.365,1.21875,2.61107,59.5285,0.10566,0
5777,90,448.993,-0.863598,-2.73278,674.17,247.512,1
5777,90,447.86,0.0513751,0.454554,475.787,158.947,1
5777,11,45.0809,-0.0428107,-3.10597,45.1222,0.000511,0
5778,90,322.749,-0.205853,1.17824,334.997,59.8262,0
5778,90,700.826,-0.0219505,-2.98076,705.395,78.6661,1
5778,90,733.125,1.12604,-0.535854,1249.3,19.0699,0
5778,11,74.8503,-0.199259,1.05701,76.3411,0.000511,0
5779,90,387.799,0.54498,-2.22237,476.971,166.871,1
5779,11,136.218,-0.763008,1.25559,177.831,0.000511,0
5780,90,337.446,1.63583,1.42465,912.004,153.236,1
5780,90,464.234,-0.708285,-1.83661,606.29,156.924,1
5780,11,80.1692,1.94185,1.18721,285.204,0.000511,0
5781,90,288.45,-1.09095,0.358667,486.323,90.5592,0
5781,90,429.43,0.180305,-2.71587,473.502,183.668,1
5781,13,47.8019,-1.07673,0.571922,78.2942,0.10566,0
5782,90,375.345,-1.36977,-2.10951,804.193,169.693,1
5782,13,36.771,1.0485,1.06482,58.904,0.10566,0
5783,90,282.215,-0.146357,-1.63007,285.391,9.16178,0
5783,11,29.5154,0.429553,-0.431592,32.2806,0.000511,0
5784,90,343.838,-0.204425,2.44003,369.056,113.876,1
5784,13,58.9539,-0.924772,-1.3678,86.0112,0.10566,0
5785,90,266.844,-0.766417,0.729188,354.663,62.4177,1
5785,11,25.8029,-0.831751,0.84804,35.2548,0.000511,0
5786,90,268.36,-0.496005,2.89316,313.262,83.0466,1
5786,11,184.338,-0.61323,0.0734354,220.098,0.000511,0
5787,90,348.889,-1.1534,2.39169,624.883,144.897,0
5787,11,151.384,-1.1021,2.22509,253.012,0.000511,0
5788,90,328.199,1.54887,-0.875648,819.387,141.127,1
5788,13,57.2898,0.511072,-2.67454,64.936,0.10566,0
5789,90,271.127,1.60403,-0.2366,709.451,106.441,1
5789,11,118.456,0.995627,2.04749,182.18,0.000511,0
5790,90,384.258,-1.23596,-0.32914,729.287,132.939,0
5790,13,53.1489,-1.71892,-2.72918,153.01,0.10566,0
5791,90,297.933,-1.22861,-2.87697,566.343,124.269,0
5791,13,87.472,-0.965577,0.271145,131.517,0.10566,0
5792,90,266.433,-1.32154,-0.804819,535.149,13.1933,0
5792,13,57.8243,-0.993175,1.97487,88.766,0.10566,0
5793,90,389.81,-0.895814,-0.143113,572.566,132.76,1
5793,13,108.886,0.889648,2.81359,154.895,0.10566,0
5794,90,269.425,-0.575605,-0.414497,321.225,61.3898,0
5794,13,69.7518,0.347381,2.4495,74.003,0.10566,0
5795,90,280.532,0.0280278,-1.19038,291.168,77.5827,1
5795,13,91.7006,0.656299,1.91364,112.169,0.10566,0
5796,90,369.522,-0.0293425,-0.763335,391.55,129.024,1
5796,11,73.4583,0.600127,2.7341,87.0882,0.000511,0
5797,90,256.628,-0.452244,-2.84359,301.111,101.964,1
5797,11,47.8357,-2.0132,0.248015,182.273,0.000511,0
5798,90,264.831,0.855689,2.80316,384.044,110.349,0
5798,90,341.687,-0.740313,-0.209487,446.753,79.2039,1
5798,11,133.087,0.46305,2.97456,147.612,0.000511,0
5799,90,266.685,-0.365363,-2.91117,294.787,76.5152,1
5799,13,53.4533,0.751856,-0.6167,69.2869,0.10566,0
5800,90,390.326,-0.0944044,-2.79231,420.912,153.136,0
5800,13,121.008,0.863588,0.345767,169.006,0.10566,0
5801,90,336.29,-0.36513,-1.40684,362.125,47.7891,1
5801,90,368.507,1.53415,1.37212,894.284,13.0443,0
5801,13,50.0536,-1.38614,-2.02366,106.349,0.10566,0
5802,90,401.318,1.72405,-2.21914,1164.29,88.5206,0
5802,90,426.103,-0.569194,-1.07523,500.092,55.4249,0
5802,90,627.272,-0.356967,1.54237,722.804,276.894,1
5802,13,26.2836,-1.00871,1.52315,40.8285,0.10566,0
5803,90,266.542,-0.398625,-0.374851,318.136,135.152,1
5803,11,34.9712,-0.216064,1.97833,35.7907,0.000511,0
5804,90,331.563,-1.29908,1.27885,658.56,85.6737,1
5804,11,66.4972,0.304254,-2.21086,69.5988,0.000511,0
5805,90,291.071,-1.37439,0.593613,631.709,156.282,0
5805,90,421.02,1.28277,-2.81366,828.413,133.426,0
5805,11,67.1137,1.54912,-2.97298,165.092,0.000511,0
5806,90,314.936,-1.33959,-1.41005,648.609,89.6673,1
5806,90,368.539,-0.182695,2.70721,393.356,119.682,0
5806,90,421.103,-0.0404337,0.360187,421.987,21.3396,0
5806,11,85.6129,-0.0832404,2.89301,85.9097,0.000511,0
5807,90,301.982,-0.399994,0.526528,331.561,57.9179,1
5807,13,98.0607,0.113577,-1.91049,98.6939,0.10566,0
5808,90,260.039,0.86471,-2.44285,363.746,14.1965,0
5808,13,37.0098,-0.842644,-0.562791,50.9454,0.10566,0
5809,90,278.027,-0.486257,1.60483,314.787,45.0327,0
5809,13,29.2882,-1.03483,0.916607,46.4206,0.10566,0
5810,90,407.096,-0.346454,1.55451,478.244,205.644,1
5810,13,29.2126,-1.70063,-1.62836,82.6715,0.10566,0
5811,90,353.024,0.206569,2.25853,361.459,25.1606,0
5811,11,92.2618,1.32493,-1.00063,185.804,0.000511,0
5812,90,323.943,0.95136,0.138453,504.252,148.347,1
5812,13,85.9378,-0.837065,-2.82722,117.845,0.10566,0
5813,90,441.386,1.12201,-0.860858,749.889,20.1572,0
5813,11,76.2065,0.430702,2.84594,83.3847,0.000511,0
5814,90,260.647,0.423852,-1.10803,285.375,23.4152,0
5814,11,25.7866,1.75999,-1.8021,77.1594,0.000511,0
5815,90,275.332,-1.72067,-0.13896,805.01,132.988,1
5815,11,107.345,-0.937134,2.97497,158.034,0.000511,0
5816,90,296.5,0.904265,2.17047,432.672,74.4866,0
5816,90,447.481,-1.09745,-0.11191,752.801,107.35,0
5816,13,68.1948,0.903867,-2.61531,98.0005,0.10566,0
5817,90,299.945,0.622439,0.829624,361.372,32.0403,0
5817,90,400.564,0.6,-1.83078,491.763,127.844,0
5817,11,218.247,0.493622,-1.55122,245.38,0.000511,0
5818,90,326.231,-0.62296,2.4292,413.261,132.017,1
5818,13,94.6088,-0.180058,0.405488,96.1466,0.10566,0
5819,90,290.605,-0.28385,2.82595,311.558,75.0197,1
5819,13,85.9346,1.16314,1.18764,150.921,0.10566,0
5820,90,310.209,1.32982,-2.31189,629.341,49.6086,0
5820,90,360.801,-0.629057,0.223478,460.562,152.526,1
5820,11,123.197,-0.755187,0.117295,160.028,0.000511,0
5821,90,316.815,-1.09242,-0.904368,528.897,60.5438,0
5821,13,25.172,-1.50903,2.35912,59.7012,0.10566,0
5822,90,306.988,1.32322,2.00045,621.776,74.3493,1
5822,13,55.0222,1.99119,-2.56945,205.255,0.10566,0
5823,90,337.247,0.522552,1.35554,392.596,80.0464,1
5823,90,368.384,0.558803,-2.01205,439.903,104.087,0
5823,11,232.488,0.71478,-1.89997,294.45,0.000511,0
5824,90,366.397,0.563669,1.85248,455.47,160.748,1
5824,90,348.148,0.450219,-1.29456,393.861,87.4363,0
5824,11,107.486,0.515874,-0.930045,122.108,0.000511,0
5825,90,261.918,0.844657,-1.27375,361.185,10.2978,0
5825,13,33.5244,1.4228,-0.0669512,73.5817,0.10566,0
5826,90,251.63,-0.874749,1.52621,354.904,22.357,0
5826,13,49.8619,2.14364,-1.97163,215.594,0.10566,0
5827,90,280.819,0.229127,1.29885,312.263,120.151,1
5827,13,46.1801,0.237005,-2.30083,47.4833,0.10566,0
5828,90,256.895,0.522765,-0.0200194,320.945,131.42,0
5828,90,332.96,1.6927,-2.80447,935.825,31.0715,1
5828,11,66.981,1.63283,1.13804,177.959,0.000511,0
5829,90,296.729,-1.68366,3.10747,827.898,47.6588,0
5829,90,458.266,-0.77637,0.505402,617.772,132.23,1
5829,11,28.2333,-1.62485,-3.11119,74.4598,0.000511,0
5830,90,253.822,0.12272,-1.72051,255.898,9.11374,0
5830,90,333.232,0.810184,1.6368,457.187,87.615,1
5830,11,37.4688,-0.837936,-1.29431,51.4108,0.000511,0
5831,90,376.161,0.303451,-2.44447,402.099,82.17,0
5831,13,83.6435,1.5944,-0.840136,214.479,0.10566,0
5832,90,307.44,-0.131964,-3.09844,323.779,93.0486,1
5832,11,71.1261,-1.06673,0.821372,115.58,0.000511,0
5833,90,279.954,-1.92207,0.778844,977.394,17.9314,0
5833,90,383.226,-0.357823,-2.22799,416.02,81.1803,1
5833,13,39.3637,-2.12283,0.141541,166.792,0.10566,0
5834,90,545.268,-0.494447,0.0471752,654.997,229.993,1
5834,90,637.369,-0.520345,2.86431,727.187,47.7186,0
5834,11,79.4397,0.751532,-1.82963,102.949,0.000511,0
5835,90,336.68,0.220278,-1.98747,347.519,42.7371,0
5835,90,400.353,1.24452,-0.326532,768.41,155.407,1
5835,90,490.347,0.111343,2.18245,515.509,149.386,1
5835,11,106.927,-0.0934973,2.27507,107.394,0.000511,0
5836,90,252.679,1.16062,1.85643,449.671,78.0527,1
5836,11,103.227,-0.605616,-0.936086,122.743,0.000511,0
5837,90,286.879,-0.283263,0.198481,310.052,83.9699,0
5837,11,106.259,-0.507084,-0.0865548,120.215,0.000511,0
5838,90,348.817,1.21356,0.724332,660.471,167.854,1
5838,13,260.683,0.591731,-2.17968,307.668,0.10566,0
5839,90,589.181,-0.512488,-2.33739,670.45,54.1247,1
5839,11,64.7064,0.14133,0.109607,65.3538,0.000511,0
5840,90,352.5,-0.67275,-0.518083,490.619,226.275,1
5840,13,81.0173,-0.520424,2.72743,92.2387,0.10566,0
5841,90,474.405,-0.748128,-0.819737,619.655,87.2944,1
